text,action,timeframe
Can you analyze Nvidia for the next few weeks?,general_analysis,short_term
How strong is QCOM financially for the next 2 years?,general_analysis,medium_term
Do you think Microsoft stock will grow for the next decade?,buy,long_term
Which company has better growth potential: Amazon or Palantir this week?,compare,short_term
Should I buy Apple or Uber for retirement?,compare,long_term
Should I hold Uber over the next 12 months?,hold,medium_term
Do you think UBER stock will grow?,buy,unspecified
Do you think Palantir stock will grow short term?,buy,short_term
Give me an overview of AMD for the next 2 years?,general_analysis,medium_term
Should I hold AVGO?,hold,unspecified
Compare NVDA and Apple stocks short term?,compare,short_term
Is it time to exit AMD over the next month?,sell,short_term
Is QCOM safer than AMZN for the next 2 years?,compare,medium_term
Should I sell AMZN?,sell,unspecified
Should I buy INTC long term?,buy,long_term
Do you think I should sell Broadcom stock over the next month?,sell,short_term
Is Tesla safer than QCOM long term?,compare,long_term
Should I add MSFT to my portfolio over the next month?,buy,short_term
Can you analyze AMD this month?,general_analysis,short_term
Should I hold AMZN short term?,hold,short_term
Would you choose Google over PLTR over the next month?,compare,short_term
Would you choose Nvidia over MSFT?,compare,unspecified
Is it time to exit Nvidia for the next 10 years?,sell,long_term
Should I sell Google medium term?,sell,medium_term
Is Google still worth holding for the next decade?,hold,long_term
Is Uber still worth holding for retirement?,hold,long_term
Should I sell UBER this week?,sell,short_term
Is Uber a good investment this month?,buy,short_term
Would buying NFLX be smart for retirement?,buy,long_term
How strong is Tesla financially this month?,general_analysis,short_term
Should I continue holding Qualcomm shares?,hold,unspecified
Would you choose AMD over NFLX for the next few weeks?,compare,short_term
Do you think Uber stock will grow medium term?,buy,medium_term
Is it time to exit AMZN short term?,sell,short_term
Compare AMD and NFLX stocks for the next 2 years?,compare,medium_term
Is Qualcomm still worth holding?,hold,unspecified
Should I invest in GOOGL?,buy,unspecified
Should I buy Oracle or Google short term?,compare,short_term
Is AVGO safer than QCOM for the next decade?,compare,long_term
Should I hold MSFT for retirement?,hold,long_term
How strong is Intel financially for the next 10 years?,general_analysis,long_term
Should I add AMD to my portfolio for the next few weeks?,buy,short_term
Should I dump my AAPL shares for the next 2 years?,sell,medium_term
Is MSFT still worth holding?,hold,unspecified
Should I continue holding TSLA shares for the next decade?,hold,long_term
Should I continue holding NVDA shares for the next decade?,hold,long_term
Which stock is better: PLTR or INTC for the next 2 years?,compare,medium_term
Should I dump my INTC shares this month?,sell,short_term
How strong is AAPL financially for the next decade?,general_analysis,long_term
Can you analyze MSFT for the next 2 years?,general_analysis,medium_term
How strong is INTC financially?,general_analysis,unspecified
Should I continue holding Meta shares?,hold,unspecified
How strong is AMD financially?,general_analysis,unspecified
What do you think about Microsoft stock for the next 2 years?,general_analysis,medium_term
Should I continue holding MSFT shares medium term?,hold,medium_term
Is AMD safer than NFLX for the next year?,compare,medium_term
Which stock is better: Google or Palantir over the next 12 months?,compare,medium_term
Should I buy AMZN or AMD medium term?,compare,medium_term
Should I hold PLTR long term?,hold,long_term
How strong is GOOGL financially long term?,general_analysis,long_term
Should I dump my Microsoft shares medium term?,sell,medium_term
Is ORCL still worth holding this week?,hold,short_term
Give me an overview of Netflix for retirement?,general_analysis,long_term
Should I add Palantir to my portfolio over the next month?,buy,short_term
Is it time to exit Tesla medium term?,sell,medium_term
Should I dump my AMD shares for the next 2 years?,sell,medium_term
Do you think I should sell META stock for the next 10 years?,sell,long_term
What do you think about Palantir stock?,general_analysis,unspecified
What do you think about MSFT stock over the next 12 months?,general_analysis,medium_term
Should I invest in AVGO over the next month?,buy,short_term
Is NFLX still worth holding over the next 12 months?,hold,medium_term
Is Qualcomm safer than ORCL?,compare,unspecified
Which stock is better: Oracle or AMD for retirement?,compare,long_term
How strong is Amazon financially?,general_analysis,unspecified
Would you choose Netflix over Apple over the next 12 months?,compare,medium_term
Do you think I should sell NVDA stock this week?,sell,short_term
Is it time to exit Apple this month?,sell,short_term
Should I invest in Amazon?,buy,unspecified
Should I continue holding Intel shares for the next decade?,hold,long_term
Should I add AMD to my portfolio for the next decade?,buy,long_term
Do you think I should sell TSLA stock this week?,sell,short_term
Is it time to exit QCOM long term?,sell,long_term
Would buying Amazon be smart?,buy,unspecified
Would you choose Tesla over Netflix over the next month?,compare,short_term
What do you think about NFLX stock for the next 2 years?,general_analysis,medium_term
Would buying Tesla be smart for the next few weeks?,buy,short_term
Compare META and Microsoft stocks for the next 2 years?,compare,medium_term
What do you think about Microsoft stock?,general_analysis,unspecified
How strong is Intel financially?,general_analysis,unspecified
Is Microsoft a good investment medium term?,buy,medium_term
Is Nvidia a good investment medium term?,buy,medium_term
Can you analyze QCOM?,general_analysis,unspecified
What do you think about INTC stock long term?,general_analysis,long_term
What do you think about ORCL stock for retirement?,general_analysis,long_term
Which stock is better: Amazon or INTC?,compare,unspecified
Should I sell AVGO?,sell,unspecified
Which company has better growth potential: QCOM or Google for the next decade?,compare,long_term
Should I continue holding Intel shares medium term?,hold,medium_term
Should I add PLTR to my portfolio medium term?,buy,medium_term
Is AVGO still worth holding for the next 2 years?,hold,medium_term
Compare Google and PLTR stocks for retirement?,compare,long_term
Do you think I should sell NVDA stock?,sell,unspecified
Should I continue holding UBER shares for the next few weeks?,hold,short_term
Which company has better growth potential: Intel or Uber this month?,compare,short_term
Do you think I should sell NVDA stock for the next few weeks?,sell,short_term
Should I buy Intel this week?,buy,short_term
Is Google still worth holding for the next decade?,hold,long_term
Is it time to exit AMD for the next 2 years?,sell,medium_term
Is it time to exit UBER long term?,sell,long_term
What do you think about INTC stock for the next year?,general_analysis,medium_term
Is Nvidia a good investment for the next few weeks?,buy,short_term
Do you think QCOM stock will grow?,buy,unspecified
Do you think Qualcomm stock will grow for the next decade?,buy,long_term
Would buying Amazon be smart over the next month?,buy,short_term
Compare Meta and Oracle stocks for retirement?,compare,long_term
How strong is INTC financially medium term?,general_analysis,medium_term
Should I continue holding Google shares for the next few weeks?,hold,short_term
Which stock is better: ORCL or UBER for the next 2 years?,compare,medium_term
Which stock is better: Apple or Broadcom?,compare,unspecified
How strong is AMD financially this week?,general_analysis,short_term
Would buying NVDA be smart for retirement?,buy,long_term
Should I buy AMZN or Palantir for retirement?,compare,long_term
Which company has better growth potential: Intel or Meta short term?,compare,short_term
Is Oracle still worth holding?,hold,unspecified
How strong is Google financially medium term?,general_analysis,medium_term
Is it time to exit AVGO long term?,sell,long_term
Which stock is better: Tesla or Meta?,compare,unspecified
Which stock is better: UBER or META for the next year?,compare,medium_term
Would you choose NVDA over Google for the next year?,compare,medium_term
Compare Oracle and META stocks medium term?,compare,medium_term
Which stock is better: AAPL or Google?,compare,unspecified
Is it time to exit Apple short term?,sell,short_term
Should I sell META this week?,sell,short_term
Should I dump my Apple shares for the next decade?,sell,long_term
Should I dump my UBER shares over the next 12 months?,sell,medium_term
Should I continue holding Microsoft shares for the next 10 years?,hold,long_term
Is it time to exit Nvidia for the next 10 years?,sell,long_term
Should I hold MSFT over the next month?,hold,short_term
Would buying AVGO be smart long term?,buy,long_term
Do you think TSLA stock will grow?,buy,unspecified
Do you think I should sell Uber stock?,sell,unspecified
Should I buy AMD or Google medium term?,compare,medium_term
Should I continue holding PLTR shares for the next year?,hold,medium_term
Should I hold NVDA medium term?,hold,medium_term
Should I hold Apple for the next few weeks?,hold,short_term
Do you think I should sell PLTR stock?,sell,unspecified
Is PLTR worth holding long term long term?,buy,long_term
Should I buy Apple over the next month?,buy,short_term
Is it time to exit Qualcomm?,sell,unspecified
Should I hold INTC over the next month?,hold,short_term
Should I continue holding Google shares short term?,hold,short_term
