text,risk
Suggest high-volatility small renewable energy stocks with massive growth potential within 3 years.,high_risk
Allocate 50000 into energy stocks for a 3 years investment.,unspecified
Find high-risk high-reward small businesses in consumer goods.,high_risk
Allocate 25000 into telecom stocks for a 10 years investment.,unspecified
Recommend healthcare companies for 6 months investing.,unspecified
Allocate 1000000 into renewable energy stocks for a a year investor.Recommend stocks in the renewable energy sector.,unspecified
I have 75000. Redistribute this into the top 5 energy stocks best for 5 years growth.,low_risk
Create a diversified financial services stock portfolio using 250000 for 6 months investment.,medium_risk
Allocate 10000 into consumer goods stocks for a 3 years investor.Recommend stocks in the consumer goods sector.,unspecified
"Allocate 100000 into renewable energy stocks for a safe, 1 year investment.",low_risk
Build a portfolio of 100000 for a year appreciation from the telecom sector.,medium_risk
Recommend conservative investments in technology for a 3 years investment.,low_risk
Build a balanced healthcare plan for wealth creation using 500000.,medium_risk
"Build a portfolio of 10000 from the energy sector for a risky, 3 years investment.",high_risk
Build a balanced healthcare plan for retirement using 25000.,medium_risk
Build a balanced portfolio with 1000000 using large telecom stocks.,medium_risk
"Allocate 50000 into real estate stocks for a risky, 1 year investor.",high_risk
Allocate 50000 into real estate stocks for a 1 year investment.,unspecified
Allocate 75000 into industrial stocks for a 3 years investor.Recommend stocks in the industrial sector.,unspecified
"Allocate 75000 into energy stocks for a risky, a year investor.",high_risk
"Allocate 500000 into industrial stocks for a safe, 10 years investment.",low_risk
Recommend safe stocks from the banking sector for financial independence.,low_risk
Suggest risky technology stocks for 6 months growth.,high_risk
Allocate 10000 into consumer goods stocks for a 3 years investment.,unspecified
I have 250000. Redistribute this into the top 5 healthcare stocks best for 10 years growth.,low_risk
Build a portfolio of 250000 from the banking sector with minimal volatility.,low_risk
Allocate 1000000 into financial services stocks for a 1 year investor.Recommend stocks in the financial services sector.,unspecified
Make me a low_risk portfolio of 10000 from companies in financial services.,low_risk
Find large technology stocks suitable for an average investor.,medium_risk
"Build a portfolio of 10000 from the industrial sector for a risky, 3 years investment.",high_risk
Allocate 75000 into ai stocks for a 3 years investment.,unspecified
Allocate 500000 into consumer goods stocks for a a year investor.Recommend stocks in the consumer goods sector.,unspecified
Allocate 100000 into financial services stocks for a 6 months investor.Recommend stocks in the financial services sector.,unspecified
Create a retirement portfolio by allocating 1000000 into healthcare stocks.,low_risk
Recommend conservative investments in ai for a a year investor.,low_risk
"Allocate 1000000 into real estate stocks for a safe, 5 years investor.",low_risk
Build a moderate-risk strategy in financial services using 50000.,medium_risk
Allocate 25000 into telecom stocks for a 3 years investment.,unspecified
Build a diversified strategy with small stocks using 25000.,medium_risk
Allocate 250000 into healthcare stocks for a 1 year investment.,unspecified
Suggest safe stocks from the consumer goods sector for a month growth.,low_risk
Create a diversified consumer goods stock portfolio using 10000 for a month investment.,medium_risk
Allocate 100000 into energy stocks for a 3 years investor.Recommend stocks in the energy sector.,unspecified
Recommend safe stocks from the energy sector for wealth creation.,low_risk
Find high-risk high-reward large_cap businesses in real estate.,high_risk
Build an aggressive wealth creation strategy using 50000 for financial independence.,high_risk
Allocate 75000 into industrial stocks for a 6 months investor.Recommend stocks in the industrial sector.,unspecified
Build a speculative portfolio using 25000 for a 1 year investor.,high_risk
Allocate 500000 into energy stocks for a 5 years investor.Recommend stocks in the energy sector.,unspecified
Allocate 10000 into energy stocks for a 5 years investor.Recommend stocks in the energy sector.,unspecified
Allocate 75000 into ai stocks for a a month investor.Recommend stocks in the ai sector.,unspecified
Create a diversified portfolio of 1000000 for financial independence.,medium_risk
"Build a portfolio of 10000 from the telecom sector for a risky, 3 years investment.",high_risk
Build a speculative portfolio using 50000 for a 3 years investor.,high_risk
Build an aggressive strategy of 25000 for financial independence.,high_risk
Create a diversified technology stock portfolio using 25000 for 10 years investment.,medium_risk
Allocate 10000 into real estate stocks for a a month investment.,unspecified
Suggest quality medium_cap companies from the telecom sector.,medium_risk
Build a diversified strategy with large_cap stocks using 75000.,medium_risk
Make me a low_risk portfolio of 75000 from companies in technology.,low_risk
Allocate 250000 into energy stocks for a 10 years investor.Recommend stocks in the energy sector.,unspecified
Find large_cap opportunities in financial services with explosive earnings potential.,high_risk
Recommend quality large companies for children's education.,medium_risk
Build a balanced portfolio with 50000 using large banking stocks.,medium_risk
Suggest quality medium_cap companies from the renewable energy sector.,medium_risk
"Find the next generation of market leaders.Allocate 75000 into healthcare stocks for a risky, 1 year investment.",high_risk
Recommend conservative investments in ai for a a month investor.,low_risk
Suggest financially strong companies in the telecom sector for 5 years growth.,low_risk
Suggest financially strong companies in the industrial sector for 1 year growth.,low_risk
Find high-risk high-reward medium_cap businesses in financial services.,high_risk
Build a low-risk portfolio for wealth creation using 250000.,low_risk
Recommend conservative investments in energy for a 10 years investor.,low_risk
"Allocate 250000 into technology stocks for a risky, 1 year investor.",high_risk
Build an aggressive wealth creation strategy using 75000 for passive income.,high_risk
Build a high-risk portfolio for children's education using 250000.,high_risk
I do not mind major drawdowns. Make me a portfolio using 500000 from the technology sector.,high_risk
"Allocate 75000 into financial services stocks for a risky, 10 years investor.",high_risk
Build a balanced portfolio with 10000 using small_cap industrial stocks.,medium_risk
"Allocate 500000 into real estate stocks for a safe, 1 year investment.",low_risk
Build a portfolio of 50000 from the real estate sector with minimal volatility.,low_risk
"Allocate 100000 into consumer goods stocks for a safe, a month investor.",low_risk
Recommend conservative investments in consumer goods for a a year investor.,low_risk
I have 10000. Redistribute this into the top 5 financial services stocks best for 10 years growth.,low_risk
Allocate 75000 into energy stocks for a 6 months investor.Recommend stocks in the energy sector.,unspecified
Allocate 25000 into energy stocks for a 5 years investor.Recommend stocks in the energy sector.,unspecified
Build a diversified strategy with large stocks using 100000.,medium_risk
Allocate 500000 into financial services stocks for a 3 years investment.,unspecified
"Allocate 50000 into financial services stocks for a safe, 3 years investor.",low_risk
Build a balanced portfolio with 500000 using medium_cap industrial stocks.,medium_risk
